"Species"	"Order"	"Suborder"	"Family"	"Genus"	"Description.author.s"	"Description.year"	"Subspecies"	"Main.biogeographic.region"	"Microhabitat"	"Habitat.type"	"Minimal.elevation..m."	"Maximum.elevation..m."	"Mean.Annual.Temperature...C."	"Temperature.Seasonality..standard.deviation.100."	"Seasonality.Precipitation..coefficient.of.variation...100."	"Insular.endemic..yes.or.no."	"Venomous..yes.or.no."	"Diet"	"Diet..comments"	"Active.time"	"Dorsal.colour"	"Dorsal.pattern"	"Foraging.mode"	"Pupil.Shape"	"Fangs"	"Maximum.Longevity..years."	"Maximum.body.mass..g."	"Maximum.total.length...TL...mm."	"Maximum.length...SVL...mm..straight.carapace.length.for.turtles...SCL...mm."	"Maximum.female.length...SVL...mm..straight.carapace.length.for.turtles...SCL...mm."	"Maximum.male.length...SVL...mm..straight.carapace.length.for.turtles...SCL...mm."	"Maximum.juvenile.length...SVL...mm..straight.carapace.length.for.turtles...SCL...mm."	"Hatchling.neonate.mass..g."	"Reproductive.mode"	"Sex.determining.mechanism..GSD.or.TSD."	"Mean.number.of.offspring.per.litter.or.number.of.eggs.per.clutch"	"Smallest.clutch.size"	"Largest.clutch.size"	"Number.of.litters.or.clutches.produced.per.year"	"Egg.length..mm."	"Egg.width..mm."	"Mean.Tb"	"Minimum.Tb"	"Maximum.Tb"	"Genetic.data..yes.or.not."	"IUCN.redlist.assessment"	"IUCN.population.trend"	"X"
"Placosoma limaverdorum"	"Squamata"	"Sauria"	"Gymnophthalmidae"	"Placosoma"	"Borges-Nojosa, Caramaschi & Rodrigues"	2016	"No"	"Neotropic"	"Arboreal/Terrestrial"	"Forest"	NA	NA	NA	NA	39.2	"No"	"No"	NA	NA	"Diurnal"	NA	NA	NA	NA	"non-fanged"	NA	3.2	NA	52.8	41.4	NA	NA	NA	"oviparous"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"No"	NA	NA	NA
"Plica plica"	"Squamata"	"Sauria"	"Tropiduridae"	"Plica"	"Linnaeus"	1758	"No"	"Neotropic"	"Arboreal/Saxicolous/Terrestrial"	"Forest"	0	1500	24.22	638.5	13.07	"No"	"No"	"Carnivorous"	"ArthropodsAnd some vegetable matter (Avila-Pires 1995), 60%Ants (Vitt etAl. 1997)"	"Diurnal"	NA	NA	"AMB"	NA	"non-fanged"	5.2	169.8	NA	177	131.3	NA	44.7	NA	"oviparous"	NA	3.1	1	5	2	NA	NA	29.9	NA	NA	"Yes"	"Least Concern"	"Stable"	NA
"Plica umbra"	"Squamata"	"Sauria"	"Tropiduridae"	"Plica"	"Linnaeus"	1758	"Plica umbra umbra (LINNAEUS 1758)
Plica umbra ochrocollaris (SPIX 1825)"	"Neotropic"	"Arboreal"	"Forest"	0	1500	24.7	603.4	12.83	"No"	"No"	"Carnivorous"	"Arthropods: mainlyAnts (e.g., Gasnier etAl. 1994, Vitt etAl. 1997, Torres-CarvajalAnd Salazar-Valenzuela 2013)"	"Diurnal"	NA	NA	"AMB"	NA	"non-fanged"	NA	35.5	NA	100	85	NA	37	NA	"oviparous"	NA	2	1	4	NA	NA	NA	28.7	NA	NA	"Yes"	"Least Concern"	"Stable"	NA
"Polychrus acutirostris"	"Squamata"	"Sauria"	"Polychrotidae"	"Polychrus"	"Spix"	1825	"No"	"Neotropic"	"Arboreal"	"Forest/Savanna"	NA	NA	23.71	1463.4	19.28	"No"	"No"	"Omnivorous"	"Omnivorous (CooperAnd Vitt 2002, Vitt 1995, Garda etAl. 2012) /Arthropods (Cei 1993)"	"Diurnal"	NA	NA	"Mixed"	NA	"non-fanged"	NA	104.7	NA	150	116.3	NA	37.5	NA	"oviparous"	"GSD (XX/XY)"	13.3	4	31	NA	NA	NA	35	NA	NA	"Yes"	"Least Concern"	"Stable"	NA
"Polychrus liogaster"	"Squamata"	"Sauria"	"Polychrotidae"	"Polychrus"	"Boulenger"	1908	"No"	"Neotropic"	"Arboreal"	"Forest"	NA	NA	NA	NA	11.98	"No"	"No"	"Carnivorous"	"Insects"	"Diurnal"	NA	NA	"AMB"	NA	"non-fanged"	NA	109.6	NA	152	134.5	NA	NA	NA	"oviparous"	NA	10	10	10	NA	NA	NA	NA	NA	NA	"No"	"Least Concern"	"Unknown"	NA
"Polychrus marmoratus"	"Squamata"	"Sauria"	"Polychrotidae"	"Polychrus"	"Linnaeus"	1758	"No"	"Neotropic"	"Arboreal"	"Forest"	0	1800	24.72	697.6	14.3	"No"	"No"	"Omnivorous"	"Omnivorous (Avila-Pires 1995, Beebe 1944b, Murphy 1997, Murphy etAl. 2017) but mostlyArthropods (Hoogmoed 1973),ArthropodsAnd occasionally leaves fruitAnd flowers (UguetoAnd Rivas 2010)"	"Diurnal"	NA	NA	"AMB"	NA	"non-fanged"	NA	102.3	NA	148	121.9	NA	42	NA	"oviparous"	"GSD (XX/XY)"	8.1	4	16	NA	NA	NA	29	NA	NA	"Yes"	"Least Concern"	"Stable"	NA
"Potamites ecpleopus"	"Squamata"	"Sauria"	"Gymnophthalmidae"	"Potamites"	"Cope"	1875	"No"	"Neotropic"	"Semi-Aquatic"	"Forest/Wetlands"	60	1500	NA	NA	12.02	"No"	"No"	"Carnivorous"	"invertebratesAnd lizards,And tadpoles (Vitt etAl. 1998)"	"Diurnal"	NA	NA	"ACT"	NA	"non-fanged"	NA	15.1	NA	84	58.2	NA	23	NA	"oviparous"	NA	2	2	2	NA	NA	NA	27.2	NA	NA	"Yes"	"Least Concern"	"Unknown"	NA
"Potamites juruazensis"	"Squamata"	"Sauria"	"Gymnophthalmidae"	"Potamites"	"Avila-Pires & Vitt"	1998	"No"	"Neotropic"	"Terrestrial"	"Forest"	220	230	NA	NA	11.55	"No"	"No"	"Carnivorous"	"carnivorous (Tiffany Doan, pers. Comm to Shai Meiri 8.9.2011),Arthropods (VittAndAvila-Pires 1998)"	"Diurnal"	NA	NA	"ACT"	NA	"non-fanged"	NA	4.4	NA	58	53.7	NA	24	NA	"oviparous"	NA	2	2	2	NA	NA	NA	26.3	NA	NA	"Yes"	"Least Concern"	"Unknown"	NA
"Procellosaurinus erythrocercus"	"Squamata"	"Sauria"	"Gymnophthalmidae"	"Procellosaurinus"	"Rodrigues"	1991	"No"	"Neotropic"	"Fossorial/Terrestrial"	"Savanna"	368	682	NA	NA	34.61	"No"	"No"	"Carnivorous"	"Arthropods (RochaAnd Rodrigues 2005)"	"Diurnal"	NA	NA	"ACT"	NA	"non-fanged"	NA	0.5	NA	30.3	NA	NA	NA	NA	"oviparous"	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	"Yes"	"Least Concern"	"Unknown"	NA
"Procellosaurinus tetradactylus"	"Squamata"	"Sauria"	"Gymnophthalmidae"	"Procellosaurinus"	"Rodrigues"	1991	"No"	"Neotropic"	"Fossorial/Terrestrial"	"Savanna"	368	682	NA	NA	38.36	"No"	"No"	NA	NA	"Diurnal"	NA	NA	"ACT"	NA	"non-fanged"	NA	0.8	NA	35.1	32.8	NA	NA	NA	"oviparous"	NA	2	2	2	NA	NA	NA	NA	NA	NA	"Yes"	"Endangered"	"Unknown"	NA
"Pseudoboa coronata"	"Squamata"	"Serpentes"	"Colubridae"	"Pseudoboa"	"Schneider"	1801	"No"	"Neotropic"	"Terrestrial"	"Forest"	0	400	NA	NA	0.3	"No"	NA	NA	NA	NA	NA	NA	NA	"slit (or vertical elliptical)"	"rear-fanged"	NA	203.1	1076	567.6	NA	NA	NA	NA	"oviparous"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Yes"	"Least Concern"	"Stable"	NA
"Pseudoboa haasi"	"Squamata"	"Serpentes"	"Colubridae"	"Pseudoboa"	"Boettger"	1905	"No"	"Neotropic"	"Terrestrial"	"Forest"	NA	NA	NA	NA	0.1	"No"	NA	NA	NA	NA	NA	NA	NA	"slit (or vertical elliptical)"	"rear-fanged"	NA	555.5	1600	NA	NA	NA	NA	NA	"oviparous"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"No"	"Least Concern"	"Unknown"	NA
"Pseudoboa martinsi"	"Squamata"	"Serpentes"	"Colubridae"	"Pseudoboa"	"Zaher, Oliveira & Franco"	2008	"No"	"Neotropic"	"Fossorial/Terrestrial"	"Forest"	NA	NA	NA	NA	0.2	"No"	NA	NA	NA	NA	NA	NA	NA	NA	"rear-fanged"	NA	209.9	1090	NA	NA	NA	NA	NA	"oviparous"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"No"	"Least Concern"	"Unknown"	NA
"Pseudoboa neuwiedii"	"Squamata"	"Serpentes"	"Colubridae"	"Pseudoboa"	"Duméril, Bibron  & Duméril"	1854	"No"	"Neotropic"	"Terrestrial"	"Forest"	0	1200	NA	NA	0.4	"No"	NA	NA	NA	NA	NA	NA	NA	"slit (or vertical elliptical)"	"rear-fanged"	NA	277.5	1217	NA	NA	NA	NA	NA	"oviparous"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Yes"	"Least Concern"	"Stable"	NA
"Pseudoboa nigra"	"Squamata"	"Serpentes"	"Colubridae"	"Pseudoboa"	"Duméril, Bibron  & Duméril"	1854	"No"	"Neotropic"	"Terrestrial"	"Forest/Grassland/Savanna"	12	899	NA	NA	0.3	"No"	NA	NA	NA	NA	NA	NA	NA	"slit (or vertical elliptical)"	"rear-fanged"	NA	527.1	1261	NA	NA	NA	NA	NA	"oviparous"	"GSD (ZW/ZZ)"	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Yes"	"Least Concern"	"Unknown"	NA
"Pseudoboa serrana"	"Squamata"	"Serpentes"	"Colubridae"	"Pseudoboa"	"Morato, Moura-Leite, Prudente & Bérnils"	1995	"No"	"Neotropic"	"Terrestrial"	"Forest/Grassland"	600	600	NA	NA	0.2	"No"	NA	NA	NA	NA	NA	NA	NA	"slit (or vertical elliptical)"	"rear-fanged"	NA	214.1	1150	NA	NA	NA	NA	NA	"oviparous"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"No"	"Least Concern"	"Unknown"	NA
"Pseudoeryx plicatilis"	"Squamata"	"Serpentes"	"Colubridae"	"Pseudoeryx"	"Linnaeus"	1758	"Pseudoeryx plicatilis mimeticus COPE 1885
Pseudoeryx plicatilis plicatilis (LINNAEUS 1758)"	"Neotropic"	"Semi-Aquatic"	"Forest/Savanna/Wetlands"	0	410	NA	NA	0.3	"No"	NA	NA	NA	NA	NA	NA	NA	"round (or oval)"	"rear-fanged"	NA	200.2	1440	NA	NA	NA	NA	NA	"viviparous"	NA	NA	NA	NA	NA	"No"	"No"	NA	NA	NA	"Yes"	"Least Concern"	"Stable"	NA
"Pseudogonatodes gasconi"	"Squamata"	"Sauria"	"Sphaerodactylidae"	"Pseudogonatodes"	"Avila-Pires & Hoogmoed"	2000	"No"	"Neotropic"	"Terrestrial"	"Forest"	NA	NA	NA	NA	11.53	"No"	"No"	NA	NA	"Diurnal"	NA	NA	NA	NA	"non-fanged"	NA	0.3	NA	24	24	NA	NA	NA	"oviparous"	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	"No"	"Least Concern"	"Unknown"	NA
"Pseudogonatodes guianensis"	"Squamata"	"Sauria"	"Sphaerodactylidae"	"Pseudogonatodes"	"Parker"	1935	"Pseudogonatodes guianensis amazonicus VANZOLINI 1967
Pseudogonatodes guianensis guianensis PARKER 1935"	"Neotropic"	"Terrestrial"	"Forest"	100	600	NA	NA	13.39	"No"	"No"	"Carnivorous"	"Arthropods"	"Diurnal"	NA	NA	"AMB"	NA	"non-fanged"	NA	0.7	NA	30	27	NA	13.7	NA	"oviparous"	NA	1	1	1	NA	NA	NA	NA	NA	NA	"Yes"	"Least Concern"	"Unknown"	NA
"Psilops mucugensis"	"Squamata"	"Sauria"	"Gymnophthalmidae"	"Psilops"	"Rodrigues, Recoder, Teixeira Jr, Roscito, Guerrero, Sales-Nunes, Freitas, Fernandes, Bocchiglieri, Vechio, Fortes-Leite, Campos Nogueira, Damasceno, Machado-Pellegrino, Suzart-Argôlo & Amaro"	2017	"No"	"Neotropic"	"Fossorial/Terrestrial"	NA	1100	1240	NA	NA	33.78	"No"	"No"	NA	NA	"Diurnal"	NA	NA	NA	NA	"non-fanged"	NA	1.1	NA	37.8	34	NA	NA	NA	"oviparous"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Yes"	NA	NA	NA
"Psilops paeminosus"	"Squamata"	"Sauria"	"Gymnophthalmidae"	"Psilops"	"Rodrigues"	1991	"No"	"Neotropic"	"Fossorial/Terrestrial"	"Savanna"	470	480	NA	NA	39.31	"No"	"No"	NA	NA	"Diurnal"	NA	NA	"ACT"	NA	"non-fanged"	NA	1.3	NA	40	33.5	NA	NA	NA	"oviparous"	NA	1.9	1	2	NA	NA	NA	NA	NA	NA	"Yes"	"Near Threatened"	"Unknown"	NA
"Psilops seductus"	"Squamata"	"Sauria"	"Gymnophthalmidae"	"Psilops"	"Rodrigues, Recoder, Teixeira Jr, Roscito, Guerrero, Sales-Nunes, Freitas, Fernandes, Bocchiglieri, Vechio, Fortes-Leite, Campos Nogueira, Damasceno, Machado-Pellegrino, Suzart-Argôlo & Amaro"	2017	"No"	"Neotropic"	"Fossorial/Terrestrial"	"Forest/Savanna"	790	840	NA	NA	21.79	"No"	"No"	NA	NA	"Diurnal"	NA	NA	NA	NA	"non-fanged"	NA	1	NA	36.6	33.1	NA	NA	NA	"oviparous"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Yes"	NA	NA	NA
"Psomophis genimaculatus"	"Squamata"	"Serpentes"	"Colubridae"	"Psomophis"	"Boettger"	1885	"No"	"Neotropic"	"Terrestrial"	"Forest/Savanna"	3	146	NA	NA	0.3	"No"	NA	NA	NA	NA	NA	NA	NA	"round (or oval)"	"non-fanged"	NA	22.3	500	NA	NA	NA	NA	NA	"oviparous"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Yes"	"Least Concern"	"Stable"	NA
"Psomophis joberti"	"Squamata"	"Serpentes"	"Colubridae"	"Psomophis"	"Sauvage"	1884	"No"	"Neotropic"	"Fossorial/Terrestrial"	"Grassland/Savanna"	0	125	NA	NA	0.3	"No"	NA	NA	NA	NA	NA	NA	NA	"round (or oval)"	"rear-fanged"	NA	13.4	440	NA	NA	NA	NA	NA	"oviparous"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Yes"	"Least Concern"	"Unknown"	NA
"Psomophis obtusus"	"Squamata"	"Serpentes"	"Colubridae"	"Psomophis"	"Cope"	1863	"No"	"Neotropic"	"Terrestrial"	"Forest/Savanna"	21	296	NA	NA	0.1	"No"	NA	NA	NA	NA	NA	NA	NA	"round (or oval)"	"rear-fanged"	NA	22.9	455	NA	NA	NA	NA	NA	"oviparous"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Yes"	"Least Concern"	"Stable"	NA
"Psychosaura agmosticha"	"Squamata"	"Sauria"	"Scincidae"	"Psychosaura"	"Rodrigues"	2000	"No"	"Neotropic"	"Arboreal/Terrestrial"	"Savanna"	62	462	23.4	1413.5	32.5	"No"	"No"	NA	NA	"Diurnal"	NA	NA	"ACT"	NA	"non-fanged"	NA	19.1	NA	96	62.9	NA	35.6	NA	"viviparous"	NA	3.5	1	5	NA	"No"	"No"	NA	NA	NA	"Yes"	"Least Concern"	"Unknown"	NA
"Psychosaura macrorhyncha"	"Squamata"	"Sauria"	"Scincidae"	"Psychosaura"	"Hoge"	1946	"No"	"Neotropic"	"Arboreal"	"Forest"	0	200	21.76	1656.7	21.32	"No"	"No"	"Omnivorous"	"Omnivorous:ArthropodsAnd 0.3-39% fruit (VrcibradicAnd Rocha 2005), 13% frogs (VrcibradicAnd Rocha 1996), seeAlso Ribeiro etAl. 2014,Arthropods (Travassos etAl. 2015)"	"Diurnal"	NA	NA	"Mixed"	NA	"non-fanged"	NA	12.9	NA	85	67.3	NA	32.3	NA	"viviparous"	NA	3.3	1	6	NA	"No"	"No"	31.9	NA	NA	"Yes"	"Least Concern"	"Unknown"	NA
"Ptychophis flavovirgatus"	"Squamata"	"Serpentes"	"Colubridae"	"Ptychophis"	"Gomes"	1915	"No"	"Neotropic"	"Semi-Aquatic"	"Forest/Wetlands"	0	1500	NA	NA	0.2	"No"	NA	NA	NA	NA	NA	NA	NA	"slit (or vertical elliptical)"	"rear-fanged"	7.7	48.1	660	NA	NA	NA	NA	NA	"viviparous"	NA	NA	NA	NA	5.5	"No"	"No"	NA	NA	NA	"Yes"	"Least Concern"	"Unknown"	NA
"Rhachidelus brazili"	"Squamata"	"Serpentes"	"Colubridae"	"Rhachidelus"	"Boulenger"	1908	"No"	"Neotropic"	"Terrestrial"	"Forest/Savanna"	44	1235	NA	NA	0.2	"No"	NA	NA	NA	NA	NA	NA	NA	"slit (or vertical elliptical)"	"rear-fanged"	NA	582.3	1600	786	NA	NA	NA	NA	"oviparous"	"GSD (ZW/ZZ)"	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Yes"	"Least Concern"	"Unknown"	NA
"Rhachisaurus brachylepis"	"Squamata"	"Sauria"	"Gymnophthalmidae"	"Rhachisaurus"	"Dixon"	1974	"No"	"Neotropic"	"Fossorial/Terrestrial"	"Forest"	NA	NA	NA	NA	25.4	"No"	"No"	NA	NA	NA	NA	NA	NA	NA	"non-fanged"	NA	5.2	NA	61	NA	NA	NA	NA	"oviparous"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Yes"	"Data Deficient"	"Unknown"	NA
"Rhinobothryum lentiginosum"	"Squamata"	"Serpentes"	"Colubridae"	"Rhinobothryum"	"Scopoli"	1785	"No"	"Neotropic"	"Arboreal/Terrestrial"	"Forest"	0	500	NA	NA	0.3	"No"	NA	"Carnivorous"	"Amphibians, reptiles "	"Nocturnal"	"Multi"	"Banded/blotched"	NA	"slit (or vertical elliptical)"	"rear-fanged"	NA	389.7	1605	919	NA	NA	NA	NA	"oviparous"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Yes"	"Least Concern"	"Stable"	NA
"Riolama grandis"	"Squamata"	"Sauria"	"Gymnophthalmidae"	"Riolama"	"Recoder, Prates, Marques-Souza, Camacho, Sales-Nunes, Vechio, Ghellere, Mcdiarmid & Rodrigues"	2020	"No"	"Neotropic"	"Terrestrial"	NA	NA	NA	NA	NA	NA	"No"	"No"	NA	NA	NA	NA	NA	NA	NA	"non-fanged"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"No"	NA	NA	NA
"Riolama stellata"	"Squamata"	"Sauria"	"Gymnophthalmidae"	"Riolama"	"Recoder, Prates, Marques-Souza, Camacho, Sales-Nunes, Vechio, Ghellere, Mcdiarmid & Rodrigues"	2020	"No"	"Neotropic"	"Terrestrial"	NA	NA	NA	NA	NA	NA	"No"	"No"	NA	NA	NA	NA	NA	NA	NA	"non-fanged"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"No"	NA	NA	NA
"Rodriguesophis chui"	"Squamata"	"Serpentes"	"Colubridae"	"Rodriguesophis"	"Rodrigues"	1993	"No"	"Neotropic"	"Cryptic/Fossorial"	"Shrubland"	NA	NA	NA	NA	0.3	"No"	NA	NA	NA	NA	NA	NA	NA	"slit (or vertical elliptical)"	"rear-fanged"	NA	13.6	370	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Yes"	"Endangered"	"Unknown"	NA
"Rodriguesophis iglesiasi"	"Squamata"	"Serpentes"	"Colubridae"	"Rodriguesophis"	"Gomes"	1915	"No"	"Neotropic"	"Fossorial"	"Grassland/Savanna/Shrubland"	300	600	NA	NA	0.3	"No"	NA	NA	NA	NA	NA	NA	NA	"slit (or vertical elliptical)"	"rear-fanged"	NA	36.4	1050	NA	NA	NA	NA	NA	"oviparous"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Yes"	"Least Concern"	"Unknown"	NA
"Rodriguesophis scriptorcibatus"	"Squamata"	"Serpentes"	"Colubridae"	"Rodriguesophis"	"Rodrigues"	1993	"No"	"Neotropic"	"Fossorial"	"Shrubland"	NA	NA	NA	NA	0.3	"No"	NA	NA	NA	NA	NA	NA	NA	"slit (or vertical elliptical)"	"rear-fanged"	NA	15.2	350	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	"Yes"	"Endangered"	"Decreasing"	NA
"Rondonops biscutatus"	"Squamata"	"Sauria"	"Gymnophthalmidae"	"Rondonops"	"Colli, Hoogmoed, Cannatella, Cassimiro, Gomes, Ghellere, Sales-Nunes, Pellegrino, Salerno, Marques De Souza & Rodrigues"	2015	"No"	"Neotropic"	"Terrestrial"	NA	NA	NA	NA	NA	10.57	"No"	"No"	NA	NA	"Diurnal"	NA	NA	NA	NA	"non-fanged"	NA	6.8	NA	66	50.5	NA	26	NA	"oviparous"	NA	1	1	1	NA	NA	NA	NA	NA	NA	"Yes"	NA	NA	NA
"Rondonops xanthomystax"	"Squamata"	"Sauria"	"Gymnophthalmidae"	"Rondonops"	"Colli, Hoogmoed, Cannatella, Cassimiro, Gomes, Ghellere, Sales-Nunes, Pellegrino, Salerno, Marques De Souza & Rodrigues"	2015	"No"	"Neotropic"	"Terrestrial"	NA	NA	NA	NA	NA	10.42	"No"	"No"	NA	NA	"Diurnal"	NA	NA	NA	NA	"non-fanged"	NA	7.1	NA	67	54.8	NA	27	NA	"oviparous"	NA	1	1	1	NA	NA	NA	NA	NA	NA	"Yes"	NA	NA	NA
"Salvator duseni"	"Squamata"	"Sauria"	"Teiidae"	"Salvator"	"Lönnberg"	1910	"No"	"Neotropic"	"Terrestrial"	"Savanna"	94	1783	NA	NA	18.08	"No"	"No"	NA	NA	"Diurnal"	NA	NA	NA	NA	"non-fanged"	NA	2398.8	NA	410	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Yes"	"Least Concern"	"Unknown"	NA
"Salvator merianae"	"Squamata"	"Sauria"	"Teiidae"	"Salvator"	"Duméril & Bibron"	1839	"Salvator merianae merianae (DUMÉRIL & BIBRON 1839)
Salvator merianae buzioensis (MÜLLER 1968)
Salvator merianae sebastiani (MÜLLER 1968)"	"Neotropic"	"Terrestrial"	"Forest/Shrubland"	0	1000	22.58	2108.8	20.04	"No"	"No"	"Omnivorous"	"Omnivorous (including frogs, Toledo etAl. 2007And other vertebrates, Carreira etAl. 2005, seeAlso Colli etAl. 1998), Snakes ?&Amphisbaenians (Kasperoviczus etAl. 2015), fruit, seeds,Arthropods, molluscs, squamates, bitdsAnd mammals (Juri etAl. 2015)"	"Diurnal"	NA	NA	"ACT"	NA	"non-fanged"	20	4466.8	NA	501	347.5	NA	75	NA	"oviparous"	NA	36.5	7	66	1	NA	NA	35	NA	NA	"Yes"	"Least Concern"	"Stable"	NA
"Scriptosaura catimbau"	"Squamata"	"Sauria"	"Gymnophthalmidae"	"Scriptosaura"	"Rodrigues & Maranhão Dos Santos"	2008	"No"	"Neotropic"	"Fossorial"	"Savanna"	NA	NA	NA	NA	46.49	"No"	"No"	"Carnivorous"	"crickets in captivity (Camacho etAl. 2015)"	"Diurnal"	NA	NA	NA	NA	"non-fanged"	NA	0.6	NA	53	NA	NA	NA	NA	"oviparous"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Yes"	"Least Concern"	"Unknown"	NA
"Siagonodon cupinensis"	"Squamata"	"Serpentes"	"Leptotyphlopidae"	"Siagonodon"	"Bailey & Carvalho"	1946	"No"	"Neotropic"	"Fossorial"	"Shrubland"	NA	NA	NA	NA	NA	"No"	"No"	NA	NA	NA	NA	NA	NA	NA	"non-fanged"	NA	5.7	NA	NA	NA	NA	NA	NA	"oviparous"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"No"	"Least Concern"	"Unknown"	NA
"Siagonodon septemstriatus"	"Squamata"	"Serpentes"	"Leptotyphlopidae"	"Siagonodon"	"Schneider"	1801	"No"	"Neotropic"	"Fossorial"	"Forest"	100	1000	NA	NA	NA	"No"	"No"	NA	NA	NA	NA	NA	NA	NA	"non-fanged"	NA	5.5	300	160	NA	NA	NA	NA	"oviparous"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Yes"	"Least Concern"	"Stable"	NA
"Sibon nebulatus"	"Squamata"	"Serpentes"	"Colubridae"	"Sibon"	"Linnaeus"	1758	"No"	"Neotropic"	"Arboreal"	"Forest"	0	2630	24.4	76.2	0.4	"No"	"No"	"Carnivorous"	" Mollusks "	"Nocturnal"	"Multi"	"Banded/blotched"	NA	"slit (or vertical elliptical)"	"rear-fanged"	4.3	174.3	1013	372	NA	NA	NA	NA	"oviparous"	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	"Yes"	"Least Concern"	"Stable"	NA
"Simophis rhinostoma"	"Squamata"	"Serpentes"	"Colubridae"	"Simophis"	"Schlegel"	1837	"No"	"Neotropic"	"Fossorial"	"Forest/Savanna"	180	1070	NA	NA	0.2	"No"	NA	NA	NA	NA	NA	NA	NA	NA	"rear-fanged"	NA	112.3	765	449	NA	NA	NA	NA	"oviparous"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Yes"	"Least Concern"	"Unknown"	NA
"Siphlophis cervinus"	"Squamata"	"Serpentes"	"Colubridae"	"Siphlophis"	"Laurenti"	1768	"No"	"Neotropic"	"Arboreal/Terrestrial"	"Forest"	0	700	24.7	64.7	0.3	"No"	NA	"Carnivorous"	" Reptiles "	"Nocturnal"	"Multi"	"Banded/blotched"	NA	"slit (or vertical elliptical)"	"front-fanged"	NA	178.2	1300	NA	NA	NA	NA	NA	"oviparous"	NA	4.9	NA	NA	NA	NA	NA	NA	NA	NA	"Yes"	"Least Concern"	"Stable"	NA
"Siphlophis compressus"	"Squamata"	"Serpentes"	"Colubridae"	"Siphlophis"	"Daudin"	1803	"No"	"Neotropic"	"Arboreal"	"Forest"	0	1000	24.5	68.8	0.3	"No"	NA	"Carnivorous"	" Reptiles "	"Nocturnal"	"Multi"	"Banded/blotched"	NA	"slit (or vertical elliptical)"	"rear-fanged"	NA	418.5	1431	NA	NA	NA	NA	NA	"oviparous"	NA	6.2	NA	NA	NA	NA	NA	NA	NA	NA	"Yes"	"Least Concern"	"Stable"	NA
"Siphlophis leucocephalus"	"Squamata"	"Serpentes"	"Colubridae"	"Siphlophis"	"Günther"	1863	"No"	"Neotropic"	"Arboreal/Terrestrial"	"Forest/Savanna"	NA	NA	NA	NA	0.2	"No"	NA	"Carnivorous"	" Reptiles "	"Nocturnal"	"Black/Brown"	"Banded/blotched"	NA	"slit (or vertical elliptical)"	"rear-fanged"	NA	120.2	900	NA	NA	NA	NA	NA	"oviparous"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Yes"	"Least Concern"	"Unknown"	NA
"Siphlophis longicaudatus"	"Squamata"	"Serpentes"	"Colubridae"	"Siphlophis"	"Andersson"	1901	"No"	"Neotropic"	"Arboreal/Terrestrial"	"Forest"	38	1035	NA	NA	0.3	"No"	NA	"Carnivorous"	" Reptiles "	"Nocturnal"	"Black/Brown"	"Banded/blotched"	NA	"slit (or vertical elliptical)"	"rear-fanged"	NA	56	920	NA	NA	NA	NA	NA	"oviparous"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Yes"	"Least Concern"	"Unknown"	NA
