Species name (Binomial),GARD id,Valid (June 2026),Order,sub-order,Family,year described,Major Realm (Falaschi et al. 2023 designation),points 18June2026,only type2,Insularity,mappable (>0 points),have elevation data,max length (SVL or TL),female length  (SVL or TL),male length  (SVL or TL),"newborn size (SVL, Total length or mass)",Activity time data,substrate data,Mode of reproduction data,brood size data,Diet data,Foraging mode data,Length of Activity Season data,Population density data,Home range size data,"Body temperature in activity, data",Preferred temperature metadata,CtMin data,CtMax data,Yearly broods data,breeding age (data),Longevity data,IUCN (April 2026; classifiable?),"trend (IUCN, Apr 2026)",genetic data,score
Hemidactylus carivoensis,R12437,yes,Squamata,Sauria,Gekkonidae,2021,Afrotropic,3,no,mainland,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8
Hemidactylus chikhaldaraensis,R11307,yes,Squamata,Sauria,Gekkonidae,2019,Oriental,1,yes,mainland,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
Hemidactylus chipkali,R10644,yes,Squamata,Sauria,Gekkonidae,2017,Oriental,1,yes,mainland,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,11
Hemidactylus cinganji,R12438,yes,Squamata,Sauria,Gekkonidae,2021,Afrotropic,2,no,mainland,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8
Hemidactylus citernii,R04336,yes,Squamata,Sauria,Gekkonidae,1912,Afrotropic,24,no,mainland,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,12
Hemidactylus coalescens,R04337,yes,Squamata,Sauria,Gekkonidae,2014,Afrotropic,81,no,mainland,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,11
Hemidactylus craspedotus,R04338,yes,Squamata,Sauria,Gekkonidae,1890,Oriental,27,no,mainland,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,12
Hemidactylus curlei,R04339,yes,Squamata,Sauria,Gekkonidae,1942,Afrotropic,10,no,mainland,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Hemidactylus dawudazraqi,R04340,yes,Squamata,Sauria,Gekkonidae,2011,Saharo-Sindian,23,no,mainland,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,10
Hemidactylus depressus,R04341,yes,Squamata,Sauria,Gekkonidae,1842,Oriental,27,no,insular endemic,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,14
Hemidactylus dracaenacolus,R04342,yes,Squamata,Sauria,Gekkonidae,1999,Afrotropic,7,yes,insular endemic,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,13
Hemidactylus dungeri,R13382,yes,Squamata,Sauria,Gekkonidae,2025,Afrotropic,1,yes,mainland,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6
Hemidactylus easai,R12560,yes,Squamata,Sauria,Gekkonidae,2022,Oriental,1,yes,mainland,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,10
Hemidactylus echinus,R04343,yes,Squamata,Sauria,Gekkonidae,1875,Afrotropic,30,no,mainland,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,12
Hemidactylus endophis,R11797,yes,Squamata,Sauria,Gekkonidae,2012,Saharo-Sindian,cannot be mapped,yes,mainland,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Hemidactylus eniangii,R04345,yes,Squamata,Sauria,Gekkonidae,2014,Afrotropic,52,no,mainland,1,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,11
Hemidactylus farasani,R12704,yes,Squamata,Sauria,Gekkonidae,2022,Saharo-Sindian,5,no,insular endemic,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9
Hemidactylus fasciatus,R04346,yes,Squamata,Sauria,Gekkonidae,1842,Afrotropic,41,no,mainland,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,13
Hemidactylus faustus,R12436,yes,Squamata,Sauria,Gekkonidae,2021,Afrotropic,1,yes,mainland,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9
Hemidactylus festivus,R04347,yes,Squamata,Sauria,Gekkonidae,2012,Saharo-Sindian,16,no,mainland,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11
Hemidactylus flavicaudus,R12256,yes,Squamata,Sauria,Gekkonidae,2020,Oriental,2,yes,mainland,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9
Hemidactylus flaviviridis,R04348,yes,Squamata,Sauria,Gekkonidae,1835,Oriental,128,no,mainland,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,19
Hemidactylus forbesii,R04349,yes,Squamata,Sauria,Gekkonidae,1899,Afrotropic,5,no,insular endemic,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,9
Hemidactylus foudaii,R04350,yes,Squamata,Sauria,Gekkonidae,2003,Saharo-Sindian,13,no,mainland,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,14
Hemidactylus fragilis,R10645,yes,Squamata,Sauria,Gekkonidae,1915,Afrotropic,6,no,mainland,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Hemidactylus frenatus,R04351,yes,Squamata,Sauria,Gekkonidae,1836,Oriental,994,no,mainland,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,24
Hemidactylus funaiolii,R04352,yes,Squamata,Sauria,Gekkonidae,1978,Afrotropic,19,no,mainland,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8
Hemidactylus garnotii,R04353,yes,Squamata,Sauria,Gekkonidae,1836,Oriental,141,no,mainland,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1,1,1,18
Hemidactylus giganteus,R04354,yes,Squamata,Sauria,Gekkonidae,1871,Oriental,49,no,mainland,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,10
Hemidactylus gleadowi,R04355,yes,Squamata,Sauria,Gekkonidae,1884,Oriental,53,no,mainland,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9
Hemidactylus gracilis,R04356,yes,Squamata,Sauria,Gekkonidae,1870,Oriental,10,no,mainland,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,9
Hemidactylus gramineus,R12370,yes,Squamata,Sauria,Gekkonidae,2021,Afrotropic,2,yes,mainland,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
Hemidactylus granchii,R04357,yes,Squamata,Sauria,Gekkonidae,1978,Afrotropic,8,no,mainland,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
Hemidactylus graniticolus,R04358,yes,Squamata,Sauria,Gekkonidae,2011,Oriental,34,no,mainland,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,10
Hemidactylus granosus,R04359,yes,Squamata,Sauria,Gekkonidae,1827,Saharo-Sindian,75,no,mainland,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10
Hemidactylus granti,R04360,yes,Squamata,Sauria,Gekkonidae,1899,Afrotropic,10,yes,insular endemic,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,11
Hemidactylus greeffii,R04361,yes,Squamata,Sauria,Gekkonidae,1886,Afrotropic,2,potentially,insular endemic,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,10
Hemidactylus gubanensis,R13171,yes,Squamata,Sauria,Gekkonidae,2024,Afrotropic,8,no,mainland,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,9
Hemidactylus guineensis,R13373,yes,Squamata,Sauria,Gekkonidae,1868,Afrotropic,107,no,mainland,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
Hemidactylus gujaratensis,R04362,yes,Squamata,Sauria,Gekkonidae,2009,Oriental,2,yes,mainland,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,9
Hemidactylus hajarensis,R04363,yes,Squamata,Sauria,Gekkonidae,2012,Saharo-Sindian,15,no,mainland,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,13
Hemidactylus hegdei,R12666,yes,Squamata,Sauria,Gekkonidae,2022,Oriental,12,no,mainland,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
Hemidactylus hemchandrai,R10646,yes,Squamata,Sauria,Gekkonidae,2015,Oriental,2,potentially,mainland,1,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,9
Hemidactylus homoeolepis,R04364,yes,Squamata,Sauria,Gekkonidae,1881,Saharo-Sindian,84,no,mainland,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,13
Hemidactylus huluul,R13172,yes,Squamata,Sauria,Gekkonidae,2024,Afrotropic,1,yes,mainland,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,9
Hemidactylus hunae,R04365,yes,Squamata,Sauria,Gekkonidae,1937,Oriental,64,no,insular endemic,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,13
Hemidactylus imbricatus,R04366,yes,Squamata,Sauria,Gekkonidae,2008,Saharo-Sindian,9,no,mainland,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,15
Hemidactylus inexpectatus,R04367,yes,Squamata,Sauria,Gekkonidae,2012,Saharo-Sindian,2,no,mainland,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,13
Hemidactylus inintellectus,R04368,yes,Squamata,Sauria,Gekkonidae,2009,Afrotropic,36,no,insular endemic,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,10
Hemidactylus isolepis,R04369,yes,Squamata,Sauria,Gekkonidae,1895,Afrotropic,52,no,mainland,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,13
Hemidactylus ituriensis,R04370,yes,Squamata,Sauria,Gekkonidae,1919,Afrotropic,27,no,mainland,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7
Hemidactylus jubensis,R04371,yes,Squamata,Sauria,Gekkonidae,1895,Afrotropic,1,no,mainland,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
Hemidactylus jumailiae,R04372,yes,Squamata,Sauria,Gekkonidae,2011,Saharo-Sindian,14,no,mainland,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6
Hemidactylus kalinga,R13537,yes,Squamata,Sauria,Gekkonidae,2025,Oriental,4,no,mainland,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8
Hemidactylus kamdemtohami,R04373,yes,Squamata,Sauria,Gekkonidae,2002,Afrotropic,4,no,mainland,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,11
Hemidactylus kangerensis,R11055,yes,Squamata,Sauria,Gekkonidae,2017,Oriental,6,no,mainland,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,7
Hemidactylus karenorum,R04374,yes,Squamata,Sauria,Gekkonidae,1868,Oriental,37,no,mainland,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,11
Hemidactylus kimbulae,R12450,yes,Squamata,Sauria,Gekkonidae,2021,Oriental,2,yes,insular endemic,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Hemidactylus klauberi,R04375,yes,Squamata,Sauria,Gekkonidae,1948,Afrotropic,3,potentially,mainland,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Hemidactylus kolliensis,R11308,yes,Squamata,Sauria,Gekkonidae,2019,Oriental,2,no,mainland,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8
Hemidactylus kundaensis,R04376,yes,Squamata,Sauria,Gekkonidae,2012,Afrotropic,7,no,mainland,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,10
Hemidactylus kushmorensis,R04377,yes,Squamata,Sauria,Gekkonidae,1884,Saharo-Sindian,19,no,mainland,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
Hemidactylus kyaboboensis,R04378,yes,Squamata,Sauria,Gekkonidae,2014,Afrotropic,8,no,mainland,1,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8
Hemidactylus laevis,R04379,yes,Squamata,Sauria,Gekkonidae,1901,Afrotropic,7,no,mainland,1,1,1,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,11
Hemidactylus lamaensis,R04380,yes,Squamata,Sauria,Gekkonidae,2010,Afrotropic,3,no,mainland,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,7
Hemidactylus lankae,R04381,yes,Squamata,Sauria,Gekkonidae,1953,Oriental,12,no,insular endemic,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9
Hemidactylus lanzai,R11955,yes,Squamata,Sauria,Gekkonidae,2020,Afrotropic,22,no,mainland,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,11
Hemidactylus laticaudatus,R04382,yes,Squamata,Sauria,Gekkonidae,1910,Afrotropic,14,no,mainland,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,12
Hemidactylus lavadeserticus,R04383,yes,Squamata,Sauria,Gekkonidae,1997,Saharo-Sindian,2,no,mainland,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9
Hemidactylus lemurinus,R04384,yes,Squamata,Sauria,Gekkonidae,1980,Saharo-Sindian,11,no,mainland,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10
Hemidactylus leschenaultii,R04385,yes,Squamata,Sauria,Gekkonidae,1836,Oriental,57,no,mainland,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,15
Hemidactylus longicephalus,R04386,yes,Squamata,Sauria,Gekkonidae,1873,Afrotropic,97,no,mainland,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,15
Hemidactylus lopezjuradoi,R04387,yes,Squamata,Sauria,Gekkonidae,2008,Afrotropic,1,yes,insular endemic,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
Hemidactylus luqueorum,R04388,yes,Squamata,Sauria,Gekkonidae,2012,Saharo-Sindian,11,no,mainland,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,13
Hemidactylus mabouia,R04389,yes,Squamata,Sauria,Gekkonidae,1818,Afrotropic,1326,no,mainland,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,21
Hemidactylus macropholis,R04390,yes,Squamata,Sauria,Gekkonidae,1896,Afrotropic,44,no,mainland,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,13
Hemidactylus maculatus,R04391,yes,Squamata,Sauria,Gekkonidae,1836,Oriental,38,no,mainland,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,13
Hemidactylus mahonyi,R12635,yes,Squamata,Sauria,Gekkonidae,2022,Oriental,4,potentially,mainland,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
Hemidactylus makolowodei,R04392,yes,Squamata,Sauria,Gekkonidae,2006,Afrotropic,2,yes,mainland,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,11
Hemidactylus malcolmsmithi,R04064,yes,Squamata,Sauria,Gekkonidae,1949,Saharo-Sindian,64,no,mainland,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9
Hemidactylus mandebensis,R04393,yes,Squamata,Sauria,Gekkonidae,2015,Saharo-Sindian,4,no,mainland,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8
Hemidactylus masirahensis,R04394,yes,Squamata,Sauria,Gekkonidae,2012,Saharo-Sindian,4,no,insular endemic,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,13
Hemidactylus matschiei,R04395,yes,Squamata,Sauria,Gekkonidae,1901,Afrotropic,4,no,mainland,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6
Hemidactylus megalops,R04396,yes,Squamata,Sauria,Gekkonidae,1932,Afrotropic,5,no,mainland,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Hemidactylus mercatorius,R04397,yes,Squamata,Sauria,Gekkonidae,1842,Madagascan,80,no,mainland,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,16
Hemidactylus mindiae,R04398,yes,Squamata,Sauria,Gekkonidae,2005,Saharo-Sindian,12,no,mainland,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,12
Hemidactylus minutus,R04399,yes,Squamata,Sauria,Gekkonidae,2014,Saharo-Sindian,17,no,mainland,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11
Hemidactylus modestus,R04400,yes,Squamata,Sauria,Gekkonidae,1894,Afrotropic,23,no,mainland,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9
Hemidactylus montanus,R10647,yes,Squamata,Sauria,Gekkonidae,2011,Saharo-Sindian,39,no,mainland,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
Hemidactylus mrimaensis,R04401,yes,Squamata,Sauria,Gekkonidae,2014,Afrotropic,13,no,mainland,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
Hemidactylus multisulcatus,R12960,yes,Squamata,Sauria,Gekkonidae,2023,Oriental,2,potentially,mainland,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
Hemidactylus muriceus,R04402,yes,Squamata,Sauria,Gekkonidae,1870,Afrotropic,89,no,mainland,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,13
Hemidactylus murrayi,R10648,yes,Squamata,Sauria,Gekkonidae,1887,Oriental,148,no,mainland,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8
Hemidactylus newtoni,R04403,yes,Squamata,Sauria,Gekkonidae,1897,Afrotropic,2,yes,insular endemic,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
Hemidactylus nicolauensis,R12222,yes,Squamata,Sauria,Gekkonidae,2020,Afrotropic,6,yes,insular endemic,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8
Hemidactylus nzingae,R11956,yes,Squamata,Sauria,Gekkonidae,2020,Afrotropic,24,no,mainland,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11
Hemidactylus ophiolepis,R04404,yes,Squamata,Sauria,Gekkonidae,1903,Afrotropic,13,no,mainland,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,11
Hemidactylus ophiolepoides,R04405,yes,Squamata,Sauria,Gekkonidae,1978,Afrotropic,14,no,mainland,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,9
Hemidactylus oxyrhinus,R04406,yes,Squamata,Sauria,Gekkonidae,1899,Afrotropic,7,no,insular endemic,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,7
Hemidactylus paaragowli,R11257,yes,Squamata,Sauria,Gekkonidae,2018,Oriental,5,no,mainland,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,10
Hemidactylus paivae,R11957,yes,Squamata,Sauria,Gekkonidae,2020,Afrotropic,26,no,mainland,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8
Hemidactylus pakkamalaiensis,R12908,yes,Squamata,Sauria,Gekkonidae,2023,Oriental,2,yes,mainland,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8
Hemidactylus palaichthus,R04407,yes,Squamata,Sauria,Gekkonidae,1969,Neotropic,99,no,mainland,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,1,1,16
Hemidactylus parvimaculatus,R04408,yes,Squamata,Sauria,Gekkonidae,1953,Oriental,126,no,mainland,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,12
Hemidactylus paucifasciatus,R12921,yes,Squamata,Sauria,Gekkonidae,2023,Oriental,3,no,mainland,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9
Hemidactylus pauciporosus,R10649,yes,Squamata,Sauria,Gekkonidae,1978,Afrotropic,13,no,mainland,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11
Hemidactylus paucituberculatus,R04409,yes,Squamata,Sauria,Gekkonidae,2012,Saharo-Sindian,10,no,mainland,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,13
Hemidactylus persicus,R04410,yes,Squamata,Sauria,Gekkonidae,1872,Saharo-Sindian,112,no,mainland,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,14
Hemidactylus pfindaensis,R12435,yes,Squamata,Sauria,Gekkonidae,2021,Afrotropic,14,no,mainland,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,10
Hemidactylus pieresii,R04411,yes,Squamata,Sauria,Gekkonidae,1852,Oriental,15,no,insular endemic,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,9
Hemidactylus platycephalus,R04412,yes,Squamata,Sauria,Gekkonidae,1854,Afrotropic,194,no,mainland,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,14
Hemidactylus platyurus,R04413,yes,Squamata,Sauria,Gekkonidae,1797,Oriental,357,no,mainland,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,17
Hemidactylus prashadi,R04414,yes,Squamata,Sauria,Gekkonidae,1935,Oriental,44,no,mainland,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,16
Hemidactylus principensis,R04415,yes,Squamata,Sauria,Gekkonidae,2012,Afrotropic,11,no,insular endemic,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,9
Hemidactylus pseudomuriceus,R04416,yes,Squamata,Sauria,Gekkonidae,2003,Afrotropic,13,no,mainland,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8
Hemidactylus pseudoromeshkanicus,R11958,yes,Squamata,Sauria,Gekkonidae,2019,Saharo-Sindian,1,yes,mainland,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
Hemidactylus puccionii,R04417,yes,Squamata,Sauria,Gekkonidae,1927,Afrotropic,6,no,mainland,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Hemidactylus pumilio,R04418,yes,Squamata,Sauria,Gekkonidae,1899,Afrotropic,55,no,insular endemic,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,10
Hemidactylus quartziticolus,R12903,yes,Squamata,Sauria,Gekkonidae,2023,Oriental,4,no,mainland,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8
Hemidactylus raya,R12626,yes,Squamata,Sauria,Gekkonidae,2022,Oriental,9,yes,mainland,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
Hemidactylus reticulatus,R04419,yes,Squamata,Sauria,Gekkonidae,1870,Oriental,49,no,mainland,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,8
Hemidactylus richardsonii,R04420,yes,Squamata,Sauria,Gekkonidae,1845,Afrotropic,35,no,mainland,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,13
Hemidactylus rishivalleyensis,R12142,yes,Squamata,Sauria,Gekkonidae,2020,Oriental,10,no,mainland,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8
Hemidactylus robustus,R04421,yes,Squamata,Sauria,Gekkonidae,1827,Saharo-Sindian,158,no,mainland,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,15
Hemidactylus romeshkanicus,R04422,yes,Squamata,Sauria,Gekkonidae,2011,Saharo-Sindian,10,no,mainland,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8
Hemidactylus ruspolii,R04423,yes,Squamata,Sauria,Gekkonidae,1896,Afrotropic,32,no,mainland,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,12
